48,18,36,2,30,S,1,47760.01,1,1,1,0,1,0,0,0,0,0,0,0,1,0
49,18,36,2,29,U,1,220274.93
50,18,36,2,31,S,1,2402.07,0,0,1,1,0,0,0,0,1,0
51,20,40,2,33,U,1,814272.17
52,20,40,2,35,U,1,1501344.92
53,20,40,2,35,S,1,1174537.9,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0
54,20,40,2,32,U,1,951819.9
55,20,40,2,37,U,1,1797551.16
56,20,40,2,30,U,1,480857.85
57,20,40,2,34,U,1,1772814.99
58,20,40,2,34,S,1,730955.84,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1
59,20,40,2,36,U,1,1674221.04
60,20,40,2,31,S,1,293142.08,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
61,22,44,2,42,S,1,1583083.87,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
62,22,44,2,37,U,1,6513684.99
63,22,44,2,38,U,1,3429381.13
64,22,44,2,39,U,1,1508664.13
65,22,44,2,37,U,1,4007641.08
66,22,44,2,37,U,1,3468007.09
67,22,44,2,37,U,1,8244423.87
68,22,44,2,38,U,1,7382487.06
69,22,44,2,37,U,1,7336211.92
70,22,44,2,38,U,1,3305750.13
71,24,48,2,42,S,1,793254.85,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1
72,24,48,2,41,U,1,31134093.05
73,24,48,2,43,U,1,14218982.93
74,24,48,2,43,S,1,22812983.99,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
75,24,48,2,38,U,1,14658746.96
76,24,48,2,42,U,1,28074684.86
77,24,48,2,41,U,1,14465885.88
78,24,48,2,46,U,1,28343620.78
79,24,48,2,42,U,1,11479274.99
80,24,48,2,35,U,-1,16972389.22
81,4,20,3,8,U,1,44.82
82,4,20,3,8,S,1,18.12
83,4,20,3,8,S,1,26.94,0,1
84,4,20,3,8,S,1,45.06,1,1
85,4,20,3,8,U,1,70.1
86,4,20,3,8,S,1,41.96,1,1,0
87,4,20,3,8,U,1,51.02
88,4,20,3,8,U,1,47.21
89,4,20,3,8,U,1,58.89
90,4,20,3,8,S,1,20.03,1,0
91,8,40,3,16,S,1,421.05,0,1,1,1,1,0,0
92,8,40,3,16,S,1,41.96,1,0,0
93,8,40,3,16,S,1,396.97,1,0,0,1,0,1
94,8,40,3,16,U,1,1234.05
95,8,40,3,16,U,1,715.97
96,8,40,3,16,U,1,799.89
97,8,40,3,16,U,1,822.07
98,8,40,3,16,U,1,868.08
99,8,40,3,16,U,1,612.02
100,8,40,3,16,U,1,834.94
101,12,60,3,24,U,1,14520.88
102,12,60,3,24,S,1,483.99,0,0,0,1,0
103,12,60,3,24,U,1,14100.07
104,12,60,3,24,S,1,31.95
105,12,60,3,24,U,1,13309.96
106,12,60,3,24,U,1,14473.92
107,12,60,3,24,U,1,14263.87
108,12,60,3,24,U,1,15213.01
109,12,60,3,24,S,1,272.04,1,0,0,0
110,12,60,3,24,U,1,14734.03
111,16,80,3,32,U,1,241662.03
112,16,80,3,32,S,1,167621.14,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1
113,16,80,3,32,U,1,229683.88
114,16,80,3,32,U,1,231626.99
115,16,80,3,32,U,1,215940.95
116,16,80,3,32,U,1,244963.88
117,16,80,3,32,U,1,246044.16
118,16,80,3,32,U,1,213538.17
119,16,80,3,32,U,1,226260.19
120,16,80,3,32,S,1,196868.18,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1
121,18,90,3,36,U,1,945091.96
122,18,90,3,36,U,1,896690.13
123,18,90,3,36,U,1,1081186.06
124,18,90,3,36,U,1,915496.83
125,18,90,3,36,U,1,909906.86
126,18,90,3,36,S,1,287634.85,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0
127,18,90,3,36,S,1
