1,4,10,2,7,U,1,27.89
2,4,10,2,8,S,1,36.0,0,1,1
3,4,10,2,7,U,1,27.89
4,4,10,2,7,S,1,5.96
5,4,10,2,6,S,1,18.12,0,0,1
6,4,10,2,7,S,1,23.13,1,1,0
7,4,10,2,7,S,1,2.86
8,4,10,2,7,U,1,22.89
9,4,10,2,8,U,1,22.89
10,4,10,2,8,U,1,21.93
11,8,16,2,14,U,1,525.95
12,8,16,2,14,U,1,442.03
13,8,16,2,13,S,1,136.85,1,0,0,0,1,0
14,8,16,2,12,S,1,384.09,0,1,0,0,1,1,1
15,8,16,2,14,U,1,495.91
16,8,16,2,15,U,1,377.18
17,8,16,2,16,S,1,90.84,1,0,0,0,0,0
18,8,16,2,15,U,1,376.94
19,8,16,2,14,S,1,153.06,0,1,0,0,0,1
20,8,16,2,14,S,1,346.18,1,0,1,0,1,1,1
21,12,24,2,20,S,1,1624.11,1,1,1,0,1,1,1,0,0,0
22,12,24,2,21,S,1,1500.13,0,0,0,0,0,0,0,1,1
23,12,24,2,21,U,1,6744.86
24,12,24,2,22,U,1,6075.14
25,12,24,2,20,S,1,389.81,1,0,1,1,0,0,1
26,12,24,2,20,U,1,4397.87
27,12,24,2,20,U,1,5784.99
28,12,24,2,22,S,1,6839.04,1,0,1,0,1,0,0,0,0,1,1
29,12,24,2,22,U,1,6984.0
30,12,24,2,20,S,1,3556.01,0,0,1,1,0,1,1,1,1,1
31,16,32,2,28,S,1,12062.07,0,0,0,1,0,1,1,0,1,0,0,1
32,16,32,2,29,U,1,109538.08
33,16,32,2,29,S,1,114811.9,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1
34,16,32,2,27,S,1,99446.06,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1
35,16,32,2,26,U,1,21488.9
36,16,32,2,27,S,1,105365.04,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1
37,16,32,2,27,U,1,50088.88
38,16,32,2,28,U,1,132055.04
39,16,32,2,27,S,1,33500.91,1,0,1,1,0,0,1,0,0,0,1,1,0,0
40,16,32,2,27,U,1,57559.97
41,18,36,2,31,U,1,433421.85
42,18,36,2,31,U,1,134474.04
43,18,36,2,31,U,1,211958.89
44,18,36,2,32,U,1,391561.99
45,18,36,2,33,U,1,399641.04
46,18,36,2,29,U,1,456982.85
47,18,36,2,32,U,1,439841.99
